company,job,link,experience,opening_date,closing_date
Maxlong Steel (Pvt) Ltd,Assistant Accountant / Accounts Executive ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=130&ac=DEFZZZ&jc=0000791963&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Fully or part qualified in AAT/CIMA/CA/ACCA , Fri Nov 20 2020, Fri Dec 04 2020
Asian Paints Lanka Ltd,Accounts Officer / Analyst ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=131&ac=DEFZZZ&jc=0000791940&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 20 2020, Fri Dec 04 2020
Bee Pee Packaging (Pvt) Ltd,Assistant Accountant / Senior Accounts Executive  ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=132&ac=DEFZZZ&jc=0000791939&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Part qualified in or Accounting or Management Accounting from a recognized institution / At least 4 years or more work experience required , Fri Nov 20 2020, Fri Dec 04 2020
Perituza Lanka (Pvt) Ltd,Senior PHP Developer (Part Time / Freelance) ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=142&ac=DEFZZZ&jc=0000791357&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Wed Dec 02 2020
Eyepax IT Consulting (Pvt) Ltd,Senior QA Engineer (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=143&ac=0000000314&jc=0000791137&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.
																					
																					
																					
																					
																					
							 .... ", Fri Nov 27 2020, Thu Dec 31 2020
Technomedics International (Pvt) Ltd,Area Coordinator  ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=124&ac=DEFZZZ&jc=0000792860&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Smart Quest (Pvt)Ltd,Assistant Product Manager (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=117&ac=0000000013&jc=0000788894&ec=0000000013&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 03 2020, Mon Nov 30 2020
Development Concepts (Pvt) Ltd,Trainee Financial Analysts ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=133&ac=DEFZZZ&jc=0000791923&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Preference will be given to applicants' who are registered students of CIMA/ACCA. Previous
experience though useful is not essential. ", Fri Nov 20 2020, Fri Dec 04 2020
Eyepax IT Consulting (Pvt) Ltd,Senior .Net Engineer (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=144&ac=0000000314&jc=0000790990&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.
																					
																					
																					
																					
																					
							 .... ", Fri Nov 27 2020, Tue Dec 15 2020
SocioLadder,SEO Specialist - Part Time ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=125&ac=DEFZZZ&jc=0000792827&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Smart Quest (Pvt)Ltd,Senior Sales Engineer (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=118&ac=0000000013&jc=0000788892&ec=0000000013&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 03 2020, Mon Nov 30 2020
Vogue Jewellers (Pvt) Ltd,Manager - Internal Audit ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=134&ac=DEFZZZ&jc=0000791904&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Assist in development of the company's annual audit plan , Fri Nov 20 2020, Fri Dec 04 2020
Eyepax IT Consulting (Pvt) Ltd,Senior Software Engineer - Java (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=145&ac=0000000314&jc=0000790988&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.																
																					
																					
																					
																					
														 .... ", Fri Nov 27 2020, Tue Dec 15 2020
Rayin Food Products (Pvt) Limited,Sales Administration Executive  (Male) ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=126&ac=DEFZZZ&jc=0000792826&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Smart Quest (Pvt)Ltd,Assistant Sales Engineer (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=119&ac=0000000013&jc=0000788891&ec=0000000013&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 03 2020, Mon Nov 30 2020
Raigam Marketing Services (Pvt) Ltd ,Asst. Accountant (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=135&ac=0000000422&jc=0000791891&ec=0000000556&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 20 2020, Tue Dec 01 2020
Villvay Systems (Pvt) Ltd,Software Engineer - Java ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=146&ac=DEFZZZ&jc=0000790920&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Mon Nov 30 2020
Agrinova (Pvt) Limited,Sales Promotion Officers / Sales Representatives ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=127&ac=DEFZZZ&jc=0000792822&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Smart Quest (Pvt)Ltd,Assistant Engineer - Technical (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=120&ac=0000000013&jc=0000788890&ec=0000000013&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 03 2020, Mon Nov 30 2020
Roofmart (Pvt) Ltd,Accounts Executive ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=136&ac=DEFZZZ&jc=0000791850&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Part qualification in AAT/ CMA/HNDA/IACSL / 1- year Experience with creating financial statements and general ledger functions and the month-end/year end c .... , Fri Nov 20 2020, Fri Dec 04 2020
Villvay ,Senior Technical QA Engineer ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=147&ac=DEFZZZ&jc=0000790918&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Mon Nov 30 2020
Bileeta (Private) Limited,Business Development Executive (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=128&ac=0000000318&jc=0000792816&ec=0000000417&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement. , Wed Nov 25 2020, Sun Dec 06 2020
GlaxoSmithKline,Engineering Process Technician (Outsourced) (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=121&ac=0000000183&jc=0000784975&ec=0000000218&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer attachment , Tue Oct 13 2020, Mon Nov 30 2020
Company Name Withheld,Accounts Executive ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=137&ac=DEFZZZ&jc=0000791846&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Partly qualified in ICASL/CMA or AAT / 1 year experience in similar capacity. , Fri Nov 20 2020, Fri Dec 04 2020
Just In Time Holdings (Pvt) Ltd,Senior QA / QA Engineer - Test Automation (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=148&ac=0000000167&jc=0000790831&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the Advertisement , Fri Nov 27 2020, Thu Dec 31 2020
Tradarea (Pvt) Ltd,Sales Executive - Kandy ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=129&ac=DEFZZZ&jc=0000792814&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Ali Brothers Pvt Ltd,Marketing Executives ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=130&ac=DEFZZZ&jc=0000792813&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Ceylon Business Appliances (Pvt) Ltd,Assistant Accountant ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=138&ac=DEFZZZ&jc=0000791841&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 20 2020, Fri Dec 04 2020
Just In Time Holdings (Pvt) Ltd,Senior Software Engineers/Tech Leads - Front End Development (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=149&ac=0000000167&jc=0000790830&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the Advertisement , Fri Nov 27 2020, Thu Dec 31 2020
Just In Time Holdings (Pvt) Ltd,Senior Engineers/Software Engineers - NodeJS / GO (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=150&ac=0000000167&jc=0000790829&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the Advertisment , Fri Nov 27 2020, Thu Dec 31 2020
Just In Time Holdings (Pvt) Ltd,Tech Leads - NodeJS/GO (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=151&ac=0000000167&jc=0000790828&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')", Please refer the Advertisement , Fri Nov 27 2020, Thu Dec 31 2020
Eyepax IT Consulting (Pvt) Ltd,Senior Software Engineer (Android) (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=152&ac=0000000314&jc=0000789804&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.
																					
																					
																					 ", Fri Nov 27 2020, Mon Nov 30 2020
Ali Brothers Pvt Ltd,Marketing Executive (Hardware Range) ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=131&ac=DEFZZZ&jc=0000792812&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
Ceyline Group,ACCOUNTANT - CARGOSERV SHIPPING LIMITED (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=139&ac=0000000379&jc=0000791796&ec=0000000497&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 20 2020, Fri Dec 04 2020
Eyepax IT Consulting (Pvt) Ltd,"Senior Software Engineer (PHP, Angular) (1)","JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=153&ac=0000000314&jc=0000788874&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.
																					
																					
																					
																					
																					
							 .... ", Fri Nov 27 2020, Mon Nov 30 2020
BIMA,Head of Sales ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=132&ac=DEFZZZ&jc=0000792766&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 09 2020
BAM Export Services (Pvt) Ltd,Account Assistant ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=140&ac=DEFZZZ&jc=0000791785&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Part qualification in ICASL or MT, Minimum one year working experience in similar capacity, Ability to work in a computerized environment and to operate ba .... ", Fri Nov 20 2020, Fri Dec 04 2020
Eyepax IT Consulting (Pvt) Ltd,Senior PHP Engineer (YII) (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=154&ac=0000000314&jc=0000788873&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.
																					
																					
																					
																					 ", Fri Nov 27 2020, Mon Nov 30 2020
DCI Recruitment (Pvt) Ltd,Marketing Associate  (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=133&ac=0000000354&jc=0000792765&ec=0000000469&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Asper attachment#DCI Recruitment , Wed Nov 25 2020, Sun Dec 06 2020
EcoSAT,Accounts & Administration Officer - Anuradhapura ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=141&ac=DEFZZZ&jc=0000791771&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","02-03 years similar experience with audit environment / Good knowledge in Taxation, VAT, NBT, SVAT & salaries ", Thu Nov 19 2020, Thu Dec 03 2020
Eyepax IT Consulting (Pvt) Ltd,Senior Software Engineer (ReactJs) (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=155&ac=0000000314&jc=0000788176&ec=0000000413&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Please refer the advertisement.
																					
																					
																					 ", Fri Nov 27 2020, Mon Nov 30 2020
Applova Inc.,Account Manager ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=134&ac=DEFZZZ&jc=0000792719&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Wed Dec 02 2020
ITED Technologies and Solutions (Pvt) Ltd,Accounts Executive  ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=142&ac=DEFZZZ&jc=0000791708&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Qualified in AAT , Thu Nov 19 2020, Thu Dec 03 2020
Just In Time Holdings (Pvt) Ltd,General Manager - Cyber Security (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=156&ac=0000000167&jc=0000787542&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the Advertisement , Fri Nov 27 2020, Fri Dec 04 2020
Daraz.lk,Marketing Executive ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=135&ac=DEFZZZ&jc=0000792356&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Mon Dec 07 2020
Business Promoters and Partners Engineering (Pvt) Ltd,Finance Manager - Projects (Constructions) ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=143&ac=DEFZZZ&jc=0000791706&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",A Member of CA/ACCA/CIMA or/and a Degree from a recognized University with Part Qualification of CA/ACCA/CIMA , Thu Nov 19 2020, Thu Dec 03 2020
Just In Time Holdings (Pvt) Ltd,Software Engineers/Senior Software Engineers - IOT (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=157&ac=0000000167&jc=0000785956&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Thu Dec 24 2020
Braintree Campus,Marketing Executive ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=136&ac=DEFZZZ&jc=0000791274&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Wed Nov 25 2020, Tue Dec 01 2020
Blue Ocean Group of Companies,Group Finance Accountant ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=144&ac=DEFZZZ&jc=0000791703&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Thu Nov 19 2020, Thu Dec 03 2020
Just In Time Holdings (Pvt) Ltd,Devops Leads / Devops Engineers - IOT (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=158&ac=0000000167&jc=0000785949&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Thu Dec 24 2020
Just In Time Holdings (Pvt) Ltd,Senior Software Engineers - React Native (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=159&ac=0000000167&jc=0000784180&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Thu Dec 24 2020
Netsys Solutions (Pvt) Ltd,Sales Coordinator ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=137&ac=DEFZZZ&jc=0000792675&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 24 2020, Tue Dec 08 2020
Daiki Axis Lanka (Pvt) Ltd,Accounts Executive - Male ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=145&ac=DEFZZZ&jc=0000791693&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","candidate should be partly qualified in CA Sri Lanka, ACCA, CIMA and AAT ", Thu Nov 19 2020, Thu Dec 03 2020
Just In Time Holdings (Pvt) Ltd,Associate QA Lead / Senior QA (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=160&ac=0000000167&jc=0000783711&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advert. , Fri Nov 27 2020, Fri Dec 04 2020
Company Name Withheld,Cluster Manager  ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=138&ac=DEFZZZ&jc=0000792674&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 24 2020, Tue Dec 08 2020
Kinza Group (Pvt) Ltd,Accounts & HR Executive  ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=146&ac=DEFZZZ&jc=0000791671&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Thu Nov 19 2020, Thu Dec 03 2020
Just In Time Holdings (Pvt) Ltd,Software Engineers/Senior Software Engineers  (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=161&ac=0000000167&jc=0000783708&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","Java, Springboot and Angular ", Fri Nov 27 2020, Thu Dec 24 2020
Colors and Shades (Pvt) Ltd,Sales Officer ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=139&ac=DEFZZZ&jc=0000792673&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 24 2020, Tue Dec 08 2020
Swivel Group,Accounts Payable Officer - Finance ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=147&ac=DEFZZZ&jc=0000791662&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Minimum 1 year of experience in end to end Accounts Payable functions. Fresh Finance Graduates are eligible to Apply too. , Thu Nov 19 2020, Thu Dec 03 2020
Company Name Withheld,Accounts Executive / Accounts Assistant / Finance Associate ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=148&ac=DEFZZZ&jc=0000791654&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",AAT partly qualified or similar qualification from a recognized institution / One year experience in similar capacity. , Thu Nov 19 2020, Thu Dec 03 2020
Just In Time Holdings (Pvt) Ltd,Senior DevOps Engineers (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=162&ac=0000000167&jc=0000783684&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advert. , Fri Nov 27 2020, Sat Dec 12 2020
LOLC Holdings PLC,Business Development Manager  (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=140&ac=0000000073&jc=0000792672&ec=0000000090&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the attachment   , Tue Nov 24 2020, Tue Dec 08 2020
BLUESTEPS,Senior / Executive ? HR (Male) (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=149&ac=0000000417&jc=0000791641&ec=0000000550&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')","(Disciplinary / Non-disciplinary matters, Succession planning, Grievance handling, Exit & Clearance) ", Thu Nov 19 2020, Thu Dec 03 2020
Debug Group of Companies,Accounts Executive (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=150&ac=0000000262&jc=0000791596&ec=0000000338&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Thu Nov 19 2020, Thu Dec 31 2020
Just In Time Holdings (Pvt) Ltd,Software Engineers - .Net (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=163&ac=0000000167&jc=0000780677&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Fri Nov 27 2020, Thu Dec 24 2020
DPMC Assetline Holdings (Pvt) Ltd,Executive Assistant/Officer - Loans and Machinery Leasing (Ambalangoda)  (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=141&ac=0000000376&jc=0000792652&ec=0000000493&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the Job Advertisement  , Tue Nov 24 2020, Tue Dec 08 2020
Debug Group of Companies,Executive - Group Taxation (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=151&ac=0000000262&jc=0000791594&ec=0000000338&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the AD , Thu Nov 19 2020, Thu Dec 31 2020
Just In Time Holdings (Pvt) Ltd,Software Engineer -  Java (1),"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=164&ac=0000000167&jc=0000779026&ec=0000000201&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advert. , Fri Nov 27 2020, Thu Dec 24 2020
ABC Group of Companies,Marketing Executive ,"JavaScript:openSizeWindow('../employer/JobAdvertismentServlet?rid=142&ac=DEFZZZ&jc=0000792625&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp',1098,631,'quickvacancysearch_1eJ-hx8oe0aRqniuIEVxmUeRE')",Please refer the advertisement , Tue Nov 24 2020, Tue Dec 08 2020
